soc_code,occupation_title,employment_2024,employment_2034,employment_change_numeric,employment_change_percent,annual_openings_avg,percent_self_employed,typical_education,work_experience,typical_training,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean,hourly_pct10,hourly_pct25,hourly_pct75,hourly_pct90,total_employment_oews,oews_occupation_title
29-1129,"Therapists, all other",56.1,62.5,6.4,11.5,4.1,63.3,Bachelor's degree,,,65010.0,73800.0,38840.0,49510.0,85010.0,120050.0,31.26,35.48,18.67,23.8,40.87,57.71,19320.0,"Therapists, All Other"
29-1131,Veterinarians,86.4,94.7,8.3,9.6,3.0,6.1,Doctoral or professional degree,,,125510.0,140270.0,70350.0,98420.0,161610.0,212890.0,60.34,67.44,33.82,47.32,77.7,102.35,80630.0,Veterinarians
29-1141,Registered nurses,3391.0,3557.1,166.1,4.9,189.1,0.5,Bachelor's degree,,,93600.0,98430.0,66030.0,78610.0,107960.0,135320.0,45.0,47.32,31.75,37.79,51.9,65.06,3282010.0,Registered Nurses
29-1151,Nurse anesthetists,53.8,58.5,4.6,8.6,2.7,3.9,Master's degree,,,223210.0,231700.0,137230.0,187110.0,,,107.31,111.39,65.98,89.96,,,50350.0,Nurse Anesthetists
29-1161,Nurse midwives,8.6,9.5,0.9,11.1,0.5,1.0,Master's degree,,,128790.0,128110.0,74670.0,104260.0,146520.0,177040.0,61.92,61.59,35.9,50.13,70.44,85.11,8280.0,Nurse Midwives
29-1171,Nurse practitioners,320.4,448.8,128.4,40.1,29.5,1.0,Master's degree,,,129210.0,132000.0,97960.0,109940.0,149570.0,169950.0,62.12,63.46,47.1,52.86,71.91,81.71,307390.0,Nurse Practitioners
29-1181,Audiologists,15.8,17.3,1.5,9.5,0.7,4.4,Doctoral or professional degree,,,92120.0,95320.0,61930.0,76440.0,109330.0,129830.0,44.29,45.83,29.77,36.75,52.56,62.42,14730.0,Audiologists
29-1211,Anesthesiologists,45.3,46.7,1.4,3.2,1.3,4.7,Doctoral or professional degree,,Internship/residency,,336640.0,124450.0,186680.0,,,,161.85,59.83,89.75,,,41890.0,Anesthesiologists
29-1212,Cardiologists,19.4,20.2,0.8,4.1,0.6,4.7,Doctoral or professional degree,,Internship/residency,,432490.0,119970.0,230100.0,,,,207.93,57.68,110.63,,,18020.0,Cardiologists
29-1213,Dermatologists,10.9,11.6,0.7,6.4,0.4,4.8,Doctoral or professional degree,,Internship/residency,,347810.0,118540.0,172510.0,,,,167.22,56.99,82.94,,,10080.0,Dermatologists
29-1214,Emergency medicine physicians,36.1,37.1,1.0,2.7,1.0,4.6,Doctoral or professional degree,,Internship/residency,,320700.0,114680.0,181070.0,,,,154.19,55.14,87.06,,,33680.0,Emergency Medicine Physicians
29-1215,Family medicine physicians,116.0,119.1,3.1,2.7,3.3,4.5,Doctoral or professional degree,,Internship/residency,238380.0,256830.0,81330.0,167580.0,,,114.61,123.47,39.1,80.57,,,107950.0,Family Medicine Physicians
29-1216,General internal medicine physicians,73.2,75.6,2.4,3.3,2.1,4.3,Doctoral or professional degree,,Internship/residency,236350.0,262710.0,70100.0,135240.0,,,113.63,126.31,33.7,65.02,,,66640.0,General Internal Medicine Physicians
29-1217,Neurologists,8.3,8.8,0.5,5.4,0.3,4.6,Doctoral or professional degree,,Internship/residency,,286310.0,83500.0,140970.0,,,,137.65,40.14,67.77,,,7700.0,Neurologists
29-1218,Obstetricians and gynecologists,21.5,21.7,0.3,1.2,0.6,4.7,Doctoral or professional degree,,Internship/residency,,281130.0,94750.0,188130.0,,,,135.16,45.55,90.45,,,19900.0,Obstetricians and Gynecologists
29-1221,"Pediatricians, general",46.4,46.8,0.4,0.8,1.2,4.6,Doctoral or professional degree,,Internship/residency,210130.0,222340.0,96240.0,159510.0,,,101.03,106.89,46.27,76.69,,,42960.0,"Pediatricians, General"
29-1222,"Physicians, pathologists",12.6,13.1,0.5,4.2,0.4,4.5,Doctoral or professional degree,,Internship/residency,,266020.0,83930.0,165940.0,,,,127.89,40.35,79.78,,,11800.0,"Physicians, Pathologists"
29-1223,Psychiatrists,27.1,28.8,1.7,6.1,0.9,3.7,Doctoral or professional degree,,Internship/residency,,269120.0,77360.0,141290.0,,,,129.39,37.19,67.93,,,24800.0,Psychiatrists
29-1224,Radiologists,28.2,29.0,0.8,2.7,0.8,4.7,Doctoral or professional degree,,Internship/residency,,359820.0,82810.0,204330.0,,,,172.99,39.81,98.24,,,26290.0,Radiologists
29-1229,"Physicians, all other",340.7,349.3,8.6,2.5,9.6,3.9,Doctoral or professional degree,,Internship/residency,,253470.0,66860.0,95080.0,,,,121.86,32.15,45.71,,,315360.0,"Physicians, All Other"
29-1241,"Ophthalmologists, except pediatric",12.5,13.1,0.5,4.3,0.3,0.7,Doctoral or professional degree,,Internship/residency,,301500.0,104240.0,181490.0,,,,144.95,50.11,87.26,,,12110.0,"Ophthalmologists, Except Pediatric"
29-1242,"Orthopedic surgeons, except pediatric",14.7,15.3,0.6,4.1,0.4,0.7,Doctoral or professional degree,,Internship/residency,,365060.0,83390.0,209730.0,,,,175.51,40.09,100.83,,,14160.0,"Orthopedic Surgeons, Except Pediatric"
29-1243,Pediatric surgeons,1.1,1.1,0.0,1.5,0.0,,Doctoral or professional degree,,Internship/residency,,450810.0,189720.0,,,,,216.74,91.21,,,,1050.0,Pediatric Surgeons
29-1249,"Surgeons, all other",25.1,26.0,1.0,3.9,0.6,0.7,Doctoral or professional degree,,Internship/residency,,371280.0,77290.0,139070.0,,,,178.5,37.16,66.86,,,24080.0,"Surgeons, All Other"
29-1291,Acupuncturists,15.3,16.4,1.0,6.8,0.9,44.1,Master's degree,,,78140.0,89750.0,41840.0,54090.0,107120.0,158540.0,37.57,43.15,20.11,26.0,51.5,76.22,8440.0,Acupuncturists
29-1292,Dental hygienists,221.6,237.2,15.5,7.0,15.3,0.5,Associate's degree,,,94260.0,93890.0,66470.0,80060.0,102920.0,120060.0,45.32,45.14,31.96,38.49,49.48,57.72,219070.0,Dental Hygienists
29-1299,"Healthcare diagnosing or treating practitioners, all other",41.3,42.2,0.8,2.0,2.4,20.3,Master's degree,,,113730.0,128680.0,65210.0,83350.0,161350.0,194000.0,54.68,61.86,31.35,40.07,77.57,93.27,30870.0,"Healthcare Diagnosing or Treating Practitioners, All Other"
29-2010,Clinical laboratory technologists and technicians,351.2,357.2,6.0,1.7,22.6,0.5,Bachelor's degree,,,61890.0,65320.0,38020.0,46580.0,80010.0,97990.0,29.75,31.41,18.28,22.39,38.46,47.11,343040.0,Clinical Laboratory Technologists and Technicians
29-2031,Cardiovascular technologists and technicians,64.7,66.6,1.9,3.0,3.8,3.7,Associate's degree,,,67260.0,72890.0,37890.0,46470.0,91430.0,108900.0,32.34,35.04,18.22,22.34,43.96,52.36,61180.0,Cardiovascular Technologists and Technicians
29-2032,Diagnostic medical sonographers,90.0,101.7,11.7,13.0,5.8,2.5,Associate's degree,,,89340.0,92550.0,64760.0,78080.0,103630.0,123170.0,42.95,44.49,31.13,37.54,49.82,59.22,86460.0,Diagnostic Medical Sonographers
29-2033,Nuclear medicine technologists,20.0,20.6,0.6,3.0,0.9,13.7,Associate's degree,,,97020.0,99690.0,75570.0,83020.0,108190.0,128090.0,46.64,47.93,36.33,39.91,52.02,61.58,16960.0,Nuclear Medicine Technologists
29-2034,Radiologic technologists and technicians,228.0,237.8,9.8,4.3,12.9,0.4,Associate's degree,,,77660.0,79760.0,52360.0,62910.0,93610.0,106990.0,37.34,38.35,25.18,30.24,45.01,51.44,223460.0,Radiologic Technologists and Technicians
29-2035,Magnetic resonance imaging technologists,44.1,47.2,3.1,7.1,2.6,4.6,Associate's degree,Less than 5 years,,88180.0,91020.0,64910.0,78150.0,102440.0,121420.0,42.4,43.76,31.21,37.57,49.25,58.37,41530.0,Magnetic Resonance Imaging Technologists
29-2036,Medical dosimetrists,4.8,4.9,0.2,3.5,0.2,13.8,Bachelor's degree,,,138110.0,141420.0,103760.0,125600.0,157840.0,176360.0,66.4,67.99,49.88,60.39,75.88,84.79,3970.0,Medical Dosimetrists
29-2042,Emergency medical technicians,181.0,190.2,9.2,5.1,14.1,,Postsecondary nondegree award,,,41340.0,44790.0,31410.0,36730.0,48160.0,60780.0,19.88,21.54,15.1,17.66,23.16,29.22,177980.0,Emergency Medical Technicians
29-2043,Paramedics,101.9,107.0,5.1,5.0,4.9,,Postsecondary nondegree award,Less than 5 years,,58410.0,60610.0,40130.0,47920.0,68420.0,82420.0,28.08,29.14,19.29,23.04,32.9,39.63,99530.0,Paramedics
29-2051,Dietetic technicians,30.9,31.7,0.8,2.5,4.0,0.7,Associate's degree,,,37040.0,39560.0,28280.0,32460.0,44290.0,53440.0,17.81,19.02,13.6,15.61,21.29,25.69,29950.0,Dietetic Technicians
29-2052,Pharmacy technicians,490.4,521.8,31.5,6.4,49.0,,High school diploma or equivalent,,Moderate-term on-the-job training,43460.0,44800.0,35100.0,36920.0,48580.0,59450.0,20.9,21.54,16.88,17.75,23.36,28.58,487920.0,Pharmacy Technicians
29-2053,Psychiatric technicians,144.5,173.3,28.9,20.0,15.9,,Postsecondary nondegree award,Less than 5 years,Short-term on-the-job training,42590.0,45000.0,32980.0,37170.0,48910.0,60150.0,20.47,21.64,15.86,17.87,23.51,28.92,136300.0,Psychiatric Technicians
29-2055,Surgical technologists,115.6,120.8,5.2,4.5,7.0,0.1,Postsecondary nondegree award,,,62830.0,65810.0,43290.0,51740.0,77140.0,90700.0,30.21,31.64,20.81,24.87,37.09,43.61,113890.0,Surgical Technologists
29-2056,Veterinary technologists and technicians,134.2,146.4,12.2,9.1,14.3,1.2,Associate's degree,,,45980.0,46280.0,32120.0,37390.0,50960.0,60880.0,22.11,22.25,15.44,17.97,24.5,29.27,131320.0,Veterinary Technologists and Technicians
29-2057,Ophthalmic medical technicians,78.8,94.4,15.6,19.8,12.5,0.7,Postsecondary nondegree award,,,44080.0,45360.0,34210.0,37100.0,49730.0,60810.0,21.19,21.81,16.45,17.84,23.91,29.24,76520.0,Ophthalmic Medical Technicians
29-2061,Licensed practical and licensed vocational nurses,651.4,668.5,17.1,2.6,54.4,0.3,Postsecondary nondegree award,,,62340.0,64150.0,47960.0,55220.0,73160.0,80510.0,29.97,30.84,23.06,26.55,35.17,38.71,632430.0,Licensed Practical and Licensed Vocational Nurses
29-2072,Medical records specialists,194.8,208.6,13.8,7.1,14.2,0.8,Postsecondary nondegree award,,,50250.0,55970.0,35780.0,41600.0,64070.0,80950.0,24.16,26.91,17.2,20.0,30.8,38.92,187910.0,Medical Records Specialists
29-2081,"Opticians, dispensing",79.9,82.2,2.3,2.9,6.8,,High school diploma or equivalent,,Long-term on-the-job training,46560.0,49970.0,34470.0,37900.0,59680.0,73240.0,22.38,24.02,16.57,18.22,28.69,35.21,79690.0,"Opticians, Dispensing"
29-2091,Orthotists and prosthetists,10.1,11.5,1.3,13.3,0.9,,Master's degree,,Internship/residency,78310.0,81330.0,46220.0,59990.0,98880.0,118730.0,37.65,39.1,22.22,28.84,47.54,57.08,9930.0,Orthotists and Prosthetists
29-2092,Hearing aid specialists,10.7,12.6,2.0,18.4,1.0,0.5,High school diploma or equivalent,,Moderate-term on-the-job training,61560.0,63930.0,36950.0,47150.0,78110.0,91000.0,29.6,30.74,17.76,22.67,37.55,43.75,10580.0,Hearing Aid Specialists
29-2099,"Health technologists and technicians, all other",178.8,188.1,9.3,5.2,13.6,0.5,Postsecondary nondegree award,,,48790.0,56370.0,37290.0,40740.0,62280.0,81290.0,23.46,27.1,17.93,19.59,29.94,39.08,174060.0,"Health Technologists and Technicians, All Other"
29-9021,Health information technologists and medical registrars,41.9,48.1,6.2,14.7,3.2,7.8,Associate's degree,,,67310.0,73410.0,39120.0,48400.0,92410.0,112130.0,32.36,35.3,18.81,23.27,44.43,53.91,37620.0,Health Information Technologists and Medical Registrars
29-9091,Athletic trainers,33.9,37.6,3.8,11.1,2.4,6.2,Master's degree,,,60250.0,63960.0,45380.0,51590.0,70880.0,84100.0,,,,,,,28950.0,Athletic Trainers
29-9092,Genetic counselors,4.0,4.3,0.4,9.3,0.3,8.1,Master's degree,,,98910.0,102890.0,78680.0,87060.0,113220.0,137780.0,47.55,49.47,37.83,41.86,54.44,66.24,3510.0,Genetic Counselors
29-9093,Surgical assistants,25.3,26.6,1.3,5.1,1.6,8.6,Postsecondary nondegree award,,,60290.0,67190.0,39540.0,49140.0,80860.0,102390.0,28.99,32.3,19.01,23.63,38.88,49.23,22860.0,Surgical Assistants
29-9099,"Healthcare practitioners and technical workers, all other",41.7,43.1,1.5,3.6,2.6,6.8,Postsecondary nondegree award,,,64030.0,73200.0,37220.0,45250.0,91000.0,127340.0,30.78,35.19,17.9,21.76,43.75,61.22,36970.0,"Healthcare Practitioners and Technical Workers, All Other"
31-1120,Home health and personal care aides,4347.7,5087.5,739.8,17.0,765.8,2.8,High school diploma or equivalent,,Short-term on-the-job training,34900.0,34990.0,25600.0,30370.0,37980.0,44190.0,16.78,16.82,12.31,14.6,18.26,21.25,3988140.0,Home Health and Personal Care Aides
31-1131,Nursing assistants,1441.5,1474.0,32.6,2.3,204.1,1.3,Postsecondary nondegree award,,,39530.0,41270.0,31390.0,36260.0,46070.0,50140.0,19.01,19.84,15.09,17.44,22.15,24.11,1388430.0,Nursing Assistants
31-1132,Orderlies,54.0,55.8,1.8,3.3,7.8,,High school diploma or equivalent,,Short-term on-the-job training,37700.0,40070.0,31610.0,34850.0,43160.0,49570.0,18.12,19.27,15.2,16.76,20.75,23.83,53020.0,Orderlies
31-1133,Psychiatric aides,38.5,38.3,-0.1,-0.4,5.3,1.8,High school diploma or equivalent,,Short-term on-the-job training,41590.0,43610.0,30920.0,35930.0,48770.0,58530.0,20.0,20.97,14.87,17.27,23.45,28.14,34900.0,Psychiatric Aides
31-2011,Occupational therapy assistants,49.2,58.7,9.5,19.2,7.2,,Associate's degree,,,68340.0,68540.0,49070.0,59950.0,77340.0,86930.0,32.86,32.95,23.59,28.82,37.18,41.79,47910.0,Occupational Therapy Assistants
31-2012,Occupational therapy aides,5.2,5.3,0.1,2.5,0.6,,High school diploma or equivalent,,Short-term on-the-job training,37370.0,41850.0,27970.0,34840.0,44190.0,65580.0,17.97,20.12,13.45,16.75,21.25,31.53,5000.0,Occupational Therapy Aides
31-2021,Physical therapist assistants,111.5,136.0,24.5,22.0,19.8,0.7,Associate's degree,,,65510.0,67160.0,46020.0,58240.0,77270.0,87630.0,31.5,32.29,22.13,28.0,37.15,42.13,108010.0,Physical Therapist Assistants
31-2022,Physical therapist aides,45.6,46.9,1.3,2.8,6.6,0.7,High school diploma or equivalent,,Short-term on-the-job training,34520.0,35510.0,24960.0,29710.0,38240.0,46930.0,16.59,17.07,12.0,14.28,18.39,22.56,44010.0,Physical Therapist Aides
31-9011,Massage therapists,168.0,193.9,25.9,15.4,24.7,41.9,Postsecondary nondegree award,,,57950.0,63430.0,33280.0,44870.0,77170.0,97450.0,27.86,30.5,16.0,21.57,37.1,46.85,96040.0,Massage Therapists
31-9091,Dental assistants,381.9,406.3,24.4,6.4,52.9,0.7,Postsecondary nondegree award,,,47300.0,48860.0,36190.0,39520.0,56910.0,61780.0,22.74,23.49,17.4,19.0,27.36,29.7,375430.0,Dental Assistants
31-9092,Medical assistants,811.0,912.2,101.2,12.5,112.3,,Postsecondary nondegree award,,,44200.0,44720.0,35020.0,37610.0,48160.0,57830.0,21.25,21.5,16.84,18.08,23.15,27.8,793460.0,Medical Assistants
31-9093,Medical equipment preparers,76.5,84.2,7.6,10.0,10.9,3.4,High school diploma or equivalent,,Moderate-term on-the-job training,46490.0,48990.0,35400.0,38910.0,56160.0,67070.0,22.35,23.56,17.02,18.71,27.0,32.25,72760.0,Medical Equipment Preparers
31-9094,Medical transcriptionists,43.9,41.8,-2.2,-4.9,7.4,0.8,Postsecondary nondegree award,,,37550.0,39210.0,26370.0,31200.0,45680.0,53890.0,18.05,18.85,12.68,15.0,21.96,25.91,43070.0,Medical Transcriptionists
31-9095,Pharmacy aides,41.1,41.1,-0.1,-0.1,6.1,,High school diploma or equivalent,,Short-term on-the-job training,37000.0,40290.0,29360.0,34450.0,42570.0,58660.0,17.79,19.37,14.11,16.56,20.46,28.2,41100.0,Pharmacy Aides
31-9096,Veterinary assistants and laboratory animal caretakers,117.8,128.1,10.3,8.7,22.2,0.2,High school diploma or equivalent,,Short-term on-the-job training,37320.0,38990.0,29160.0,34320.0,44550.0,48150.0,17.94,18.74,14.02,16.5,21.42,23.15,114190.0,Veterinary Assistants and Laboratory Animal Caretakers
31-9097,Phlebotomists,139.7,147.5,7.9,5.6,18.4,,Postsecondary nondegree award,,,43660.0,44390.0,34860.0,37540.0,48170.0,57750.0,20.99,21.34,16.76,18.05,23.16,27.77,138880.0,Phlebotomists
31-9099,"Healthcare support workers, all other",109.7,113.5,3.8,3.5,14.4,2.5,High school diploma or equivalent,,,46050.0,48760.0,32450.0,37570.0,57650.0,68180.0,22.14,23.44,15.6,18.06,27.72,32.78,103650.0,"Healthcare Support Workers, All Other"
33-1011,First-line supervisors of correctional officers,57.1,55.5,-1.6,-2.8,4.3,,High school diploma or equivalent,Less than 5 years,,76310.0,82260.0,50340.0,56890.0,102190.0,125170.0,36.69,39.55,24.2,27.35,49.13,60.18,53390.0,First-Line Supervisors of Correctional Officers
33-1012,First-line supervisors of police and detectives,160.8,165.4,4.6,2.9,10.9,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,105980.0,110990.0,62370.0,80940.0,133520.0,165050.0,50.95,53.36,29.98,38.91,64.19,79.35,153130.0,First-Line Supervisors of Police and Detectives
33-1021,First-line supervisors of firefighting and prevention workers,97.2,100.5,3.4,3.4,6.5,,Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training,92430.0,97030.0,53970.0,72240.0,115990.0,142300.0,44.44,46.65,25.95,34.73,55.77,68.41,93680.0,First-Line Supervisors of Firefighting and Prevention Workers
33-1091,First-line supervisors of security workers,71.9,73.8,1.9,2.7,7.0,0.7,High school diploma or equivalent,Less than 5 years,,58610.0,62990.0,37800.0,46070.0,74700.0,93930.0,28.18,30.28,18.17,22.15,35.91,45.16,70310.0,First-Line Supervisors of Security Workers
33-1099,"First-line supervisors of protective service workers, all other",21.5,21.8,0.3,1.6,2.1,0.3,High school diploma or equivalent,Less than 5 years,,74960.0,73320.0,40750.0,51860.0,90600.0,102360.0,36.04,35.25,19.59,24.93,43.56,49.21,20460.0,"First-Line Supervisors of Protective Service Workers, All Other"
33-2011,Firefighters,344.9,356.7,11.8,3.4,27.1,0.0,Postsecondary nondegree award,,Long-term on-the-job training,59530.0,63890.0,34490.0,44180.0,77410.0,101330.0,28.62,30.72,16.58,21.24,37.22,48.72,332240.0,Firefighters
33-2021,Fire inspectors and investigators,14.7,15.2,0.6,3.8,1.5,,Postsecondary nondegree award,5 years or more,Moderate-term on-the-job training,78060.0,87440.0,47580.0,60700.0,105390.0,149870.0,37.53,42.04,22.87,29.19,50.67,72.05,14050.0,Fire Inspectors and Investigators
33-2022,Forest fire inspectors and prevention specialists,2.9,3.3,0.4,14.6,0.3,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,52380.0,61820.0,33590.0,41000.0,77780.0,100450.0,25.19,29.72,16.15,19.71,37.39,48.29,2780.0,Forest Fire Inspectors and Prevention Specialists
33-3011,Bailiffs,19.0,18.6,-0.4,-2.2,1.8,6.3,High school diploma or equivalent,,Moderate-term on-the-job training,57050.0,62180.0,32950.0,43420.0,77880.0,93950.0,27.43,29.89,15.84,20.87,37.44,45.17,16910.0,Bailiffs
33-3012,Correctional officers and jailers,387.5,357.4,-30.1,-7.8,30.1,,High school diploma or equivalent,,Moderate-term on-the-job training,57970.0,62760.0,41750.0,47520.0,75330.0,93000.0,27.87,30.17,20.07,22.84,36.22,44.71,365380.0,Correctional Officers and Jailers
33-3021,Detectives and criminal investigators,117.9,117.1,-0.8,-0.7,7.8,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,93580.0,98770.0,54160.0,68390.0,120080.0,159410.0,44.99,47.48,26.04,32.88,57.73,76.64,110790.0,Detectives and Criminal Investigators
33-3031,Fish and game wardens,7.0,6.6,-0.4,-6.0,0.5,,Bachelor's degree,,Moderate-term on-the-job training,68180.0,67990.0,35670.0,53260.0,82100.0,94470.0,32.78,32.69,17.15,25.6,39.47,45.42,6420.0,Fish and Game Wardens
33-3041,Parking enforcement workers,8.4,8.2,-0.1,-1.5,0.7,,High school diploma or equivalent,,Short-term on-the-job training,47150.0,51840.0,35410.0,39930.0,61210.0,76030.0,22.67,24.92,17.03,19.2,29.43,36.55,7770.0,Parking Enforcement Workers
33-3051,Police and sheriff's patrol officers,698.8,720.8,22.0,3.1,53.7,0.1,High school diploma or equivalent,,Moderate-term on-the-job training,76290.0,79320.0,47640.0,58980.0,97190.0,115280.0,36.68,38.14,22.9,28.36,46.73,55.42,666990.0,Police and Sheriff's Patrol Officers
33-3052,Transit and railroad police,3.1,3.2,0.1,3.0,0.2,1.8,High school diploma or equivalent,,Moderate-term on-the-job training,82320.0,91820.0,58370.0,65920.0,114040.0,141870.0,39.58,44.14,28.06,31.69,54.83,68.21,3000.0,Transit and Railroad Police
33-9011,Animal control workers,12.2,12.7,0.5,3.9,1.3,,High school diploma or equivalent,,Moderate-term on-the-job training,45830.0,49240.0,32880.0,38160.0,57110.0,69990.0,22.03,23.67,15.81,18.35,27.46,33.65,11790.0,Animal Control Workers
33-9021,Private detectives and investigators,43.6,46.2,2.6,6.0,3.9,10.8,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,52370.0,61680.0,37250.0,41940.0,75310.0,98770.0,25.18,29.65,17.91,20.16,36.21,47.49,38700.0,Private Detectives and Investigators
33-9031,Gambling surveillance officers and gambling investigators,10.3,10.3,0.0,0.3,1.3,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,43900.0,46710.0,34020.0,37410.0,50610.0,62360.0,21.11,22.46,16.36,17.99,24.33,29.98,10000.0,Gambling Surveillance Officers and Gambling Investigators
