soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
15-1253,Software Quality Assurance Analysts and Testers,311,Food Manufacturing,130,0.0006532335058539772
15-1253,Software Quality Assurance Analysts and Testers,492,Couriers and Messengers,130,0.0006532335058539772
15-1253,Software Quality Assurance Analysts and Testers,525,"Funds, Trusts, and Other Financial Vehicles",130,0.0006532335058539772
15-1253,Software Quality Assurance Analysts and Testers,624,Social Assistance,120,0.0006029847746344405
15-1253,Software Quality Assurance Analysts and Testers,323,Printing and Related Support Activities,110,0.0005527360434149038
15-1253,Software Quality Assurance Analysts and Testers,562,Waste Management and Remediation Services,100,0.000502487312195367
15-1253,Software Quality Assurance Analysts and Testers,236,Construction of Buildings,90,0.00045223858097583037
15-1253,Software Quality Assurance Analysts and Testers,455,General Merchandise Retailers,80,0.00040198984975629365
15-1253,Software Quality Assurance Analysts and Testers,481,Air Transportation,70,0.00035174111853675694
15-1253,Software Quality Assurance Analysts and Testers,532,Rental and Leasing Services,70,0.00035174111853675694
15-1253,Software Quality Assurance Analysts and Testers,326,Plastics and Rubber Products Manufacturing,40,0.00020099492487814683
15-1253,Software Quality Assurance Analysts and Testers,327,Nonmetallic Mineral Product Manufacturing,40,0.00020099492487814683
15-1253,Software Quality Assurance Analysts and Testers,213,Support Activities for Mining,30,0.0001507461936586101
15-1253,Software Quality Assurance Analysts and Testers,237,Heavy and Civil Engineering Construction,30,0.0001507461936586101
15-1253,Software Quality Assurance Analysts and Testers,483,Water Transportation,30,0.0001507461936586101
15-1254,Web Developers,541,"Professional, Scientific, and Technical Services",34260,0.4390618992695117
15-1254,Web Developers,611,Educational Services,6350,0.08137895681148276
15-1254,Web Developers,513,Publishing Industries,4650,0.059592464436755095
15-1254,Web Developers,561,Administrative and Support Services,4540,0.05818275022427272
15-1254,Web Developers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",3940,0.05049339997436883
15-1254,Web Developers,551,Management of Companies and Enterprises,3020,0.03870306292451621
15-1254,Web Developers,423,"Merchant Wholesalers, Durable Goods",2350,0.03011662181212354
15-1254,Web Developers,524,Insurance Carriers and Related Activities,1980,0.025374855824682813
15-1254,Web Developers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1790,0.02293989491221325
15-1254,Web Developers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",1400,0.017941817249775727
15-1254,Web Developers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1330,0.01704472638728694
15-1254,Web Developers,522,Credit Intermediation and Related Activities,1270,0.01627579136229655
15-1254,Web Developers,516,Broadcasting and Content Providers,1210,0.015506856337306165
15-1254,Web Developers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",900,0.011534025374855825
15-1254,Web Developers,424,"Merchant Wholesalers, Nondurable Goods",620,0.00794566192490068
15-1254,Web Developers,334,Computer and Electronic Product Manufacturing,560,0.007176726899910291
15-1254,Web Developers,512,Motion Picture and Sound Recording Industries,490,0.006279636037421504
15-1254,Web Developers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",470,0.006023324362424708
15-1254,Web Developers,336,Transportation Equipment Manufacturing,450,0.0057670126874279125
15-1254,Web Developers,621,Ambulatory Health Care Services,440,0.005638856849929514
15-1254,Web Developers,622,Hospitals,380,0.004869921824939126
15-1254,Web Developers,711,"Performing Arts, Spectator Sports, and Related Industries",350,0.004485454312443932
15-1254,Web Developers,333,Machinery Manufacturing,340,0.004357298474945534
15-1254,Web Developers,441,Motor Vehicle and Parts Dealers,340,0.004357298474945534
15-1254,Web Developers,323,Printing and Related Support Activities,330,0.004229142637447136
15-1254,Web Developers,712,"Museums, Historical Sites, and Similar Institutions",270,0.0034602076124567475
15-1254,Web Developers,339,Miscellaneous Manufacturing,260,0.003332051774958349
15-1254,Web Developers,517,Telecommunications,250,0.0032038959374599513
15-1254,Web Developers,624,Social Assistance,240,0.0030757400999615533
15-1254,Web Developers,325,Chemical Manufacturing,230,0.002947584262463155
15-1254,Web Developers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",220,0.002819428424964757
15-1254,Web Developers,531,Real Estate,200,0.002563116749967961
15-1254,Web Developers,713,"Amusement, Gambling, and Recreation Industries",200,0.002563116749967961
15-1254,Web Developers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",190,0.002434960912469563
15-1254,Web Developers,238,Specialty Trade Contractors,170,0.002178649237472767
15-1254,Web Developers,456,Health and Personal Care Retailers,170,0.002178649237472767
15-1254,Web Developers,493,Warehousing and Storage,150,0.0019223375624759708
15-1254,Web Developers,332,Fabricated Metal Product Manufacturing,140,0.0017941817249775727
15-1254,Web Developers,444,Building Material and Garden Equipment and Supplies Dealers,140,0.0017941817249775727
15-1254,Web Developers,812,Personal and Laundry Services,140,0.0017941817249775727
15-1254,Web Developers,236,Construction of Buildings,130,0.0016660258874791746
15-1254,Web Developers,335,"Electrical Equipment, Appliance, and Component Manufacturing",130,0.0016660258874791746
15-1254,Web Developers,488,Support Activities for Transportation,110,0.0014097142124823785
15-1254,Web Developers,326,Plastics and Rubber Products Manufacturing,90,0.0011534025374855825
15-1254,Web Developers,311,Food Manufacturing,80,0.0010252466999871844
15-1254,Web Developers,811,Repair and Maintenance,80,0.0010252466999871844
15-1254,Web Developers,721,Accommodation,70,0.0008970908624887864
15-1254,Web Developers,221,Utilities,60,0.0007689350249903883
15-1254,Web Developers,492,Couriers and Messengers,60,0.0007689350249903883
15-1254,Web Developers,237,Heavy and Civil Engineering Construction,50,0.0006407791874919902
15-1254,Web Developers,327,Nonmetallic Mineral Product Manufacturing,50,0.0006407791874919902
15-1254,Web Developers,337,Furniture and Related Product Manufacturing,50,0.0006407791874919902
15-1254,Web Developers,484,Truck Transportation,50,0.0006407791874919902
15-1254,Web Developers,532,Rental and Leasing Services,50,0.0006407791874919902
15-1254,Web Developers,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),50,0.0006407791874919902
15-1254,Web Developers,314,Textile Product Mills,40,0.0005126233499935922
15-1254,Web Developers,482,Rail Transportation,40,0.0005126233499935922
15-1254,Web Developers,485,Transit and Ground Passenger Transportation,40,0.0005126233499935922
15-1254,Web Developers,623,Nursing and Residential Care Facilities,40,0.0005126233499935922
15-1254,Web Developers,481,Air Transportation,30,0.00038446751249519417
15-1255,Web and Digital Interface Designers,541,"Professional, Scientific, and Technical Services",31850,0.2875846501128668
15-1255,Web and Digital Interface Designers,513,Publishing Industries,16230,0.14654627539503387
15-1255,Web and Digital Interface Designers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",6190,0.055891647855530475
15-1255,Web and Digital Interface Designers,551,Management of Companies and Enterprises,6190,0.055891647855530475
15-1255,Web and Digital Interface Designers,516,Broadcasting and Content Providers,5740,0.05182844243792325
15-1255,Web and Digital Interface Designers,561,Administrative and Support Services,5300,0.04785553047404063
15-1255,Web and Digital Interface Designers,611,Educational Services,4100,0.03702031602708804
15-1255,Web and Digital Interface Designers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",4060,0.03665914221218962
15-1255,Web and Digital Interface Designers,423,"Merchant Wholesalers, Durable Goods",3630,0.0327765237020316
15-1255,Web and Digital Interface Designers,522,Credit Intermediation and Related Activities,2590,0.023386004514672685
15-1255,Web and Digital Interface Designers,524,Insurance Carriers and Related Activities,2370,0.021399548532731377
15-1255,Web and Digital Interface Designers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",2360,0.021309255079006773
15-1255,Web and Digital Interface Designers,334,Computer and Electronic Product Manufacturing,2030,0.01832957110609481
15-1255,Web and Digital Interface Designers,512,Motion Picture and Sound Recording Industries,1820,0.016433408577878103
15-1255,Web and Digital Interface Designers,424,"Merchant Wholesalers, Nondurable Goods",1770,0.01598194130925508
15-1255,Web and Digital Interface Designers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1510,0.01363431151241535
15-1255,Web and Digital Interface Designers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1060,0.009571106094808126
15-1255,Web and Digital Interface Designers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",940,0.008487584650112867
15-1255,Web and Digital Interface Designers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",790,0.007133182844243792
15-1255,Web and Digital Interface Designers,711,"Performing Arts, Spectator Sports, and Related Industries",750,0.006772009029345372
15-1255,Web and Digital Interface Designers,455,General Merchandise Retailers,670,0.006049661399548533
15-1255,Web and Digital Interface Designers,456,Health and Personal Care Retailers,660,0.005959367945823928
15-1255,Web and Digital Interface Designers,621,Ambulatory Health Care Services,530,0.004785553047404063
15-1255,Web and Digital Interface Designers,425,Wholesale Trade Agents and Brokers,500,0.004514672686230248
15-1255,Web and Digital Interface Designers,517,Telecommunications,500,0.004514672686230248
15-1255,Web and Digital Interface Designers,531,Real Estate,490,0.004424379232505643
15-1255,Web and Digital Interface Designers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",450,0.004063205417607223
15-1255,Web and Digital Interface Designers,713,"Amusement, Gambling, and Recreation Industries",430,0.0038826185101580135
15-1255,Web and Digital Interface Designers,441,Motor Vehicle and Parts Dealers,410,0.0037020316027088036
15-1255,Web and Digital Interface Designers,622,Hospitals,380,0.0034311512415349885
15-1255,Web and Digital Interface Designers,339,Miscellaneous Manufacturing,350,0.003160270880361174
15-1255,Web and Digital Interface Designers,323,Printing and Related Support Activities,290,0.002618510158013544
15-1255,Web and Digital Interface Designers,325,Chemical Manufacturing,290,0.002618510158013544
15-1255,Web and Digital Interface Designers,445,Food and Beverage Retailers,270,0.0024379232505643343
15-1255,Web and Digital Interface Designers,336,Transportation Equipment Manufacturing,250,0.002257336343115124
15-1255,Web and Digital Interface Designers,624,Social Assistance,240,0.0021670428893905192
